501982,1,5.6,300000,295132,0
617653,1,6.666,300000,297669,0
668893,1,7.372,300000,303476,0
55807,0,13.9393,41156,145326,1
34271,0,13.9475,29238,95733,1
32811,0,13.892,28869,64320,1
40164,0,14.269,35171,48326,1
32411,0,14.3744,28925,39627,1
28171,0,14.3214,23458,31295,1
23355,0,14.2183,18966,33496,1
22410,0,14.2171,17473,34237,1
18964,0,14.1679,15633,29893,1
21709,0,14.1969,19897,21164,1
23690,0,14.0601,22651,19517,1
11880,0,14.108,11220,18410,1
7150,0,14.0957,6232,19573,1
6708,0,14.0608,5688,18256,1
5820,0,14.0426,4758,19618,1
5245,0,14.0348,4163,17689,1
5667,0,13.9661,4775,15267,1
5325,0,13.9519,4534,12082,1
5510,0,13.9472,4736,13526,1
5833,0,13.9785,5218,13761,1
6340,0,13.9775,5775,13484,1
6978,0,13.9508,6397,13549,1
6666,0,13.9365,6085,13598,1
8424,0,14.0307,7911,13911,1
4874,0,13.8927,4294,12395,1
3585,0,13.9876,3082,11300,1
2854,0,13.9973,2385,8550,1
2975,0,13.9769,2482,8528,1
2843,0,14.0537,2240,8732,1
2684,0,14.0837,2058,9320,1
2476,0,14.0035,1785,11358,1
2415,0,13.9761,1870,12927,1
2590,0,14.1945,2024,14392,1
2758,0,14.0121,2209,13861,1
3602,0,14.1864,2971,13873,1
7120,0,14.1533,6355,14665,1
7035,0,14.0939,6361,13751,1
7772,0,14.1825,6975,13735,1
2775,0,14.0263,2264,13279,1
5004,0,13.9361,4434,12142,1
4704,0,13.9374,4171,12068,1
2869,0,13.9127,2465,11076,1
1984,0,14.0207,1620,10442,1
2084,0,14.1172,1591,10224,1
2319,0,13.9548,1757,9727,1
1858,0,13.9883,1464,9825,1
1426,0,14.001,1091,10034,1
682,2,0,641,642,0
598976,1,6.73595,300000,300101,0
660475,1,7.60831,300000,306216,0
37062,0,13.9501,24821,164484,1
28940,0,13.8745,23699,118156,1
26844,0,13.8696,23080,78502,1
25808,0,13.9457,22280,55812,1
30843,0,14.3598,26755,42490,1
25819,0,14.3628,21959,33265,1
22432,0,14.2639,18330,30635,1
20295,0,14.2082,16144,26995,1
17550,0,14.1555,13662,26306,1
14564,0,14.0523,11857,23078,1
15401,0,14.0021,14102,15307,1
15179,0,14.0727,14111,15281,1
10535,0,14.0021,9843,15678,1
5624,0,13.9673,4912,16647,1
5201,0,13.949,4338,14334,1
4862,0,13.9629,3958,15836,1
4560,0,13.9346,3527,13785,1
4623,0,13.9359,3849,12763,1
4435,0,13.8923,3750,9681,1
4823,0,13.9176,4168,10138,1
4635,0,13.8701,4067,10692,1
4685,0,13.8919,4135,11134,1
5459,0,13.9834,4866,11506,1
4821,0,13.8882,4361,11819,1
5553,0,13.9942,5035,11602,1
7424,0,13.8538,6886,12677,1
3505,0,13.9369,3069,11570,1
2999,0,13.9025,2600,8587,1
2890,0,13.8655,2469,7148,1
2558,0,13.8642,2140,6664,1
2676,0,13.8675,2240,7073,1
2369,0,14.0588,1895,8278,1
2208,0,13.9557,1576,8423,1
2323,0,13.9028,1748,9593,1
2629,0,14.1057,2078,12089,1
2631,0,14.1241,2120,11852,1
3275,0,14.0658,2694,11914,1
