2654343,0,16.0681,733541,480962,1
1374939,0,16.0681,391868,227382,1
1029932,0,16.0681,337249,212746,1
933861,0,16.0681,300896,206368,1
1003760,0,16.0681,333810,188106,1
606585,0,15.124,217296,90583,1
275195,0,15.1061,99181,85993,1
285691,0,15.1291,105665,84302,1
278898,0,15.1291,101771,77450,1
264740,0,15.1061,99553,74977,1
264338,0,15.1061,100885,73453,1
423310,0,15.071,166927,67821,1
394314,0,15.0663,154568,63906,1
288473,0,15.0589,110080,61392,1
410538,0,15.0693,164482,61230,1
282708,0,14.9867,112923,55772,1
221888,0,14.9718,86527,50955,1
232531,0,15.0938,92229,49404,1
263797,0,15.0588,105429,45954,1
241060,0,14.9568,95397,45880,1
245899,0,14.9664,96428,46323,1
263766,0,14.9694,104680,44913,1
287289,0,14.9649,115544,43071,1
273484,0,15.0505,109045,42886,1
242952,0,15.0406,96279,41320,1
226968,0,15.0999,88629,42775,1
219718,0,15.0108,87190,38482,1
256267,0,15.0795,102183,40285,1
256304,0,15.1254,103063,40116,1
189146,0,14.969,74647,38137,1
192586,0,14.9661,77315,35126,1
186281,0,15.0413,74620,36466,1
221246,0,14.9533,89684,36134,1
213471,0,14.9531,85729,35221,1
168945,0,15.0486,66987,35857,1
163842,0,15.115,65063,36053,1
177525,0,15.0836,70776,35798,1
173634,0,14.9985,69214,33004,1
160276,0,14.9666,63953,32645,1
174606,0,15.083,70674,33099,1
168006,0,15.0621,66735,34702,1
166754,0,15.0906,66924,32954,1
157258,0,14.9361,64402,31256,1
158467,0,14.9273,64871,30895,1
162060,0,15.032,66511,31277,1
153544,0,15.0729,62213,29225,1
150125,0,15.0402,60589,30104,1
136278,0,15.0713,54504,29524,1
147736,0,15.0775,60577,29169,1
153543,0,14.934,63032,26671,1
150105,0,14.9673,62260,26341,1
154213,0,14.9815,63761,26869,1
140436,0,15.0837,57738,27398,1
136474,0,15.1081,55968,27738,1
128305,0,15.1081,52808,26827,1
134945,0,15.115,55528,26834,1
123592,0,15.0848,49905,28579,1
132546,0,15.1119,53848,27796,1
119844,0,14.9532,48141,25077,1
118885,0,14.9592,48272,24416,1
106614,0,14.9374,43064,25012,1
104347,0,15.0709,41883,25678,1
115265,0,15.1141,46718,25433,1
104061,0,15.1298,42418,24133,1
98412,0,15.1071,40087,23477,1
105561,0,15.0633,42970,25723,1
99163,0,15.0968,40661,24762,1
96260,0,15.0872,39693,23979,1
91926,0,15.0916,37447,24635,1
94651,0,15.0762,38712,24899,1
94492,0,15.1074,38518,24838,1
92844,0,14.9404,37994,22976,1
87102,0,14.9573,35659,23116,1
85482,0,14.9427,35170,22178,1
81777,0,14.9433,33861,22530,1
72683,0,15.1038,29234,22862,1
71662,0,15.0674,28840,22839,1
69456,0,15.0535,28239,22406,1
69167,0,15.0723,27671,22672,1
65485,0,15.1119,26553,21912,1
63776,0,15.1185,26251,20525,1
63835,0,15.1304,25593,22687,1
67008,0,15.1501,27135,23049,1
61677,0,15.0206,24652,22094,1
59584,0,15.0918,23780,21567,1
58484,0,14.9893,23528,21308,1
56309,0,15.0708,22771,21287,1
60429,0,15.125,24497,21994,1
58850,0,15.1367,23660,22061,1
55762,0,15.1496,22397,21610,1
56244,0,15.0711,22584,22322,1
51837,0,14.9712,21191,18280,1
51780,0,14.9826,21309,20360,1
47158,0,14.9364,19422,18281,1
44633,0,14.948,18728,18037,1
43473,0,15.0322,18020,19027,1
40060,0,15.064,16753,17050,1
39425,0,15.0489,16240,17518,1
40527,0,15.0171,16711,18553,1
40422,0,15.0173,16672,18621,1
1975933,0,16.212,566700,398769,1
1368544,0,16.1029,399317,248486,1
918990,0,16.1029,309394,176592,1
761323,0,16.1029,265083,168098,1
654747,0,16.1029,224534,159594,1
688525,0,16.1029,240405,154340,1
411486,0,15.1701,149930,70567,1
217848,0,15.1312,82313,70896,1
199248,0,15.1312,74603,64525,1
199489,0,15.1563,74580,63851,1
185867,0,15.1312,69256,59536,1
178443,0,15.1312,67323,57549,1
183347,0,15.1312,69222,59004,1
295523,0,15.0266,117503,51945,1
253747,0,15.0024,97917,50039,1
211229,0,15.1071,80024,48865,1
265612,0,14.9975,105357,50354,1
188304,0,15.0284,73890,45090,1
170149,0,15.1196,66369,42918,1
165130,0,15.017,65904,38209,1
167931,0,15.0137,67743,36980,1
191970,0,14.99,78084,35818,1
169813,0,14.9933,67368,35176,1
165040,0,15.0149,64199,36867,1
209030,0,14.9933,85288,33752,1
207063,0,15.079,84654,33731,1
197396,0,15.1068,79795,34617,1
183299,0,14.9873,74148,32232,1
153332,0,14.996,60996,32084,1
180509,0,15.1329,69866,33894,1
181954,0,15.0305,73543,30787,1
